job_id,service_category,service_subtype,zip_code,booking_month,job_description,estimate_lo,estimate_hi,original_estimate,final_price,deadline
819a8ef31663,Plumbing,Plumbing,7018,2026-04,"Upper-floor tub flange removal, inspection and retile (remote estimate)",600,1200,900,,As soon as possible
197eb73ac8e7,Handyman,Tv Mounting,76705,2026-04,"Mount supplied 50–65"" TV on drywall studs, visible cables",120,180,150,,As soon as possible
99c34d9d6932,Handyman,Furniture Assembly,29203,2026-03,Assemble one furniture piece at home (ZIP 29203),80,150,115,100,As soon as possible
7078c7f8564e,Handyman,Handyman,70466,2026-03,Repair broken sliding-door handle,120,300,210,,Within 1-2 weeks
c8d0b5c84029,Handyman,Window repair,75233,2026-04,Repair aluminum sliding screen door: new screen and rollers | Screen door comes off track and screen broken,180,350,265,250,As soon as possible
2ccc4a0fe0c5,Remodeling,Remodeling,93422,2026-04,Move two upper cabinets and one base; paint surrounding walls/trim | I needed cabinets moved to kitchen area and paint.,650,1500,1075,,As soon as possible
8f70420c79b4,Landscaping,Stump grinding,32127,2025-07,"Grind 2 tree stumps, 18"" and 24"" diameter",205.27,410.53,307.9,335.38,Within 1 month
13848743748e,Handyman,Tv Mounting,60506,2026-03,"Mount 66–75"" TV on drywall over studs",180,360,270,,Within 1-2 weeks
d790bdfdba38,HVAC,AC repair,76179,2026-02,"Diagnose AC not cooling, recharge refrigerant",127.66,340.43,234.05,268.65,
c2f593c98b64,Electrical,Outlet / switch installation,33534,2026-03,Install one new standard 120V outlet (materials included) | I need two gfi outlets installed in 2bathrooms and gfi 1outlet in kitchen repaired,160,480,320,,As soon as possible
2d59abad544c,Handyman,Door repair / installation,17325,2026-04,Install supplied cat door and install supplied front door handle set | Would like the work done in the next couple of weeks.,140,260,200,,Within 1-2 weeks
ec7b8098875c,General Contractor,General Contractor,75146,2026-03,Level and secure an above-ground 120–250 gal propane tank | Need my propane tank leveled,150,300,225,,I'm flexible
7843013a79f1,Roofing,Roofing,77493,2026-04,"Replace 10–20 ft fascia with pressure-treated wood, no rot | I need a wall frame to install three aluminum louvered panels.",700,950,825,,Within 1-2 weeks
207c2029b1d2,Pest Control,General extermination,75230,2025-11,"Quarterly pest treatment, 3BR house, interior and perimeter",85.34,160.01,122.67,113.5,Flexible
d4d6f524beb1,Handyman,Handyman,50312,2026-05,Spot repair of large solid hardwood tabletop with materials supplied | I need scratches and stains taken off a table top.,300,450,375,,As soon as possible
9d623bed0510,Moving,Residential Moving,33063,2025-06,Move large safe from garage to 2nd floor,190.9,477.25,334.07,280.3,Within 1 week
68738fb192e8,Appliance Repair,Appliance Repair,10010,2026-01,Diagnose washing machine not draining,108.46,225.95,167.2,171.92,Within 1 month
39228ef89064,Roofing,Roofing,48601,2026-04,"Install supplied Ondura/metal panels over 12x15 existing panels | No teardown, trim or underlining",700,1400,1050,,Within 1 month
c74c3a407f05,Landscaping,Leaf cleanup / yard debris removal,23234,2026-04,Yard waste pickup — small pickup load (1–2 yd) | Just yard material in back yard.,120,160,140,,I'm flexible
3b43a62b3767,Handyman,Handyman,5495,2026-04,Re-install 21 kitchen cabinet doors | I need someone to re-install 21 kitchen cabinet doors. Because I am changing the hinges; they don't line up in the same manner the old hinges did. This has been a challenge to me.,240,480,360,,As soon as possible
8c1f99307c14,Cleaning,"Pressure washing (driveways, sidewalks, patios)",7052,2025-08,"Pressure wash 2-story vinyl siding, 2000 sq ft",320.67,641.33,481,424.22,Flexible
7c1b5e2043fb,Handyman,Door repair / installation,75137,2026-03,Install four supplied mirror pivot closet/wardrobe doors | Remove old mirror pivot doors and hardware.,600,1400,1000,,As soon as possible
a570c881b916,Cleaning,Deep cleaning,7052,2025-07,"Deep clean 3BR/2BA, 1800 sq ft, appliances included",208.14,416.28,312.21,362.27,Within 1 week
08af8411ea26,Electrical,Electrician,18512,2026-03,Diagnose intermittent circuit (works after reset) affecting 2–4 points | One circuit is overloaded-,180,360,270,,As soon as possible
f31662b4843f,Roofing,Roofing,75974,2026-03,Multiple roof and soffit repairs (all listed issues) | My house is very helpful before my husband that we didn't work every year we've been here but it still need more work and I only have one leg I'm disabled I tried to get this for years ago and I couldn't get any help now maybe since my husband is passed away and I'm disabled maybe I can get a grant to fix it multiple things need to be done wonders I hope just things that had never been down to older house I don't really know how to describe it but I really need help thank you,1200,6500,3850,,As soon as possible
04f8a05a3961,Exterior,Paving,33411,2026-04,"Lift, remove roots, and reset uneven pavers over 736 sq ft | Looking for a paver restoration focused strictly on re-leveling and stabilizing the existing surface. It’s important that the work is done correctly and at a fair price. The goal is to fix uneven areas caused by settling and root growth so the surface is safe, level, and clean-looking again, without adding any unnecessary services.",2200,4400,3300,,As soon as possible
c40b15ca508f,Handyman,Door repair / installation,48227,2026-03,Replace or install one exterior entry door | When it rain water come through the storm door I think the frame is put up wrong,450,1200,825,,As soon as possible
3269656aff28,Roofing,Roofing,75428,2026-03,Replace/repair exterior soffit and fascia with supplied materials | 1. I want you to simply nail up what can be rehung and replace only wood that is rotted,700,1300,1000,,As soon as possible
7e66cb9f3e58,Plumbing,Faucet / fixture installation,48091,2026-04,Repair single leaky faucet (you supply parts) | Facet need replacement,100,200,150,,As soon as possible
d4758ff40ebc,Handyman,Tv Mounting,99336,2026-03,"Mount 50–65"" TV on standard drywall with tilt mount | Need it asap today",175,350,262.5,,As soon as possible
b9ffefbd453c,Plumbing,Leak repair,47807,2026-04,Repair tub diverter to stop leak or restore diverter function,200,420,310,,As soon as possible
bf0093b95526,HVAC,AC repair,33160,2025-06,"Fix frozen evaporator coil, check airflow and filter",109.7,255.97,182.84,171.26,Flexible
50bce88abd13,Handyman,Tv Mounting,14850,2026-03,"Mounting over-75"" TV to drywall over studs with visible cables",350,650,500,,As soon as possible
e965313bb6d9,Handyman,Furniture Assembly,33411,2026-04,Replace and install two nightstand drawer glides (we supply parts) | I have 2 mirrored nightstands. The top drawer glides broke on both of them.,120,240,180,,As soon as possible
8a14280db61f,Exterior,Paving,75603,2026-04,"12.5'x12.5' concrete slab, 4"" thick, homeowner supplies concrete | Slab for a 12×12 steel shed.",1800,2600,2200,,As soon as possible
acfad84f2d7d,Moving,Junk Removal,7047,2025-11,"Full garage cleanout, estimated 2 truckloads",358.51,717.01,537.76,575.7,Within 1 week
d742ee1f8e8f,Handyman,Tv Mounting,53214,2026-04,"On-site inspection then mount 50–65"" TV to aluminum sunroom frame | Please Michael in West Allis",320,640,480,,As soon as possible
377b01b6e33c,Roofing,Roofing,60628,2026-04,Replace a few asphalt shingles on single-story low-slope roof (we supply materials) | Need the job done soon,300,600,450,,As soon as possible
4e14f5a91eda,Handyman,Furniture Assembly,32714,2026-04,Assemble one small furniture item (flat-pack) | Put together sofa being delivered in boxes in 4/16.,80,120,100,,Within 1-2 weeks
3507d94e5218,Moving,Residential Moving,33027,2026-05,"Local move, 3BR house, 30-min drive, garage",520.04,1248.11,884.07,996.45,Within 1 month
98555bb44981,Moving,Residential Moving,77042,2025-11,"Load and unload 16-ft rental truck, local",220.25,440.49,330.37,274.17,Within 1 week
423460bac56d,Handyman,Handyman,33460,2026-03,Replace medium drywall section (~2–6 sq ft),180,450,315,,Within 1-2 weeks
5ce5209e0015,Handyman,Handyman,11003,2026-03,"Install supplied exterior entry door (one) | I will replace 2 doors with their frame , 2 exteriors, and hand 4 interiors doors.",350,900,625,,Within 1-2 weeks
4e1027677989,Appliance Repair,Appliance Repair,31313,2026-04,Diagnose and repair electric dryer (we supply parts),120,360,240,,As soon as possible
e6c0d7b2e624,Plumbing,Toilet repair / installation,33446,2026-03,Repair running toilet with supplied parts | Two toilets need the same repair. Also re caulk the base of shower with mildew resistant caulking.,150,300,225,,As soon as possible
2ed6761ca5b3,Flooring,Flooring,61525,2026-04,Solid hardwood small patch repair (~2 sq ft),250,500,375,,Within 1 month
e7d86604a18f,Exterior,Deck / Patio Construction,53225,2026-05,Assemble and install 12'x12' gazebo kit on level clear site | It is 12 x 10 in size,1200,1800,1500,,As soon as possible
46eccb93587b,Roofing,Roofing,77024,2026-05,"Full roof replacement 1500 sq ft ranch, asphalt shingles",5208.9,9376.02,7292.46,7265.79,
7114a0882e5d,Moving,Junk Removal,79343,2026-04,Remove and haul 20–50 bagged household trash | Need to clean out trash,150,300,225,,As soon as possible
7724913631ce,Pest Control,Bed bugs,33060,2026-02,"Bed bug heat treatment, 2BR apartment",567.06,1360.94,964,994.28,Flexible
c27ca1e58418,Exterior,Paving,36535,2026-05,Seal and stain concrete circular driveway surface,900,1500,1200,,As soon as possible
0a175804c612,Landscaping,Drip irrigation install,85048,2026-03,Replace two short drip irrigation lines (<25 ft total) | Need 2 drip lines replaced in yard,150,225,187.5,,As soon as possible
7e5502429bc8,Handyman,Handyman,48237,2026-03,Install new partition / drywall wall,600,2400,1500,,As soon as possible
0013fa1710b8,Handyman,Handyman,39501,2026-04,Install 5 interior blinds and 4 exterior light fixtures | Need blinds put up and outdoor lights,460,980,720,,Within 1-2 weeks
30e9c9f71470,Handyman,Handyman,53209,2026-03,Install supplied exterior shutters (we supply shutters) | Replace window shutters and hang them/black or sand storm in colors,300,1200,750,250,As soon as possible
e76033e8f5cf,Handyman,Door repair / installation,33401,2026-04,Hang one exterior pre-hung entry/storm door,350,900,625,,I'm flexible
b09e923582e4,Cleaning,Move-in / move-out cleaning,7003,2025-12,"Move-out clean, 2BR apartment, oven and fridge",179.73,314.54,247.13,258.23,Within 2 weeks
9b7c4f02b47b,Handyman,Handyman,8232,2026-03,Replace two 48x84 patio screens and repair outdoor faucet leak | Repair outdoor faucet leak. I have the part.,450,1000,725,,As soon as possible
a0850240804a,Pest Control,Termites,85014,2026-01,"Full perimeter liquid termite treatment, 1800 sq ft slab",681.94,1278.64,980.29,1067.9,Within 1 month
813a4bb39781,Moving,Residential Moving,85048,2025-06,"Load and unload 16-ft rental truck, local",260.87,521.74,391.31,356.25,
67458b594944,Handyman,Picture / mirror hanging,48154,2026-05,Reattach large bathroom mirror (36–60in) previously glued,250,500,375,,I'm flexible
f3694bc0de59,Plumbing,Drain cleaning / unclogging,77316,2026-04,Snaking sewer line to remove toilet-paper clog (no camera) | The guest toilet backs up and slow drains and I observed the pvc outside of the house was backing up toilet papers as well.,250,400,325,,As soon as possible
d2642c5b5a66,Appliance Repair,Appliance Repair,30701,2026-04,Repair or replace ice maker in kitchen freestanding fridge with dispenser | I need an ice maker replaced or repaired in my Frigidaire refrigerator,200,500,350,,As soon as possible
83041b282caf,Landscaping,Sod installation,7201,2026-01,Install 1000 sq ft bermuda sod in backyard,500.01,1200.03,850.02,665.87,Within 2 weeks
8565ddc18539,Cleaning,"Soft washing (siding, roofs, stucco)",32578,2025-09,"Soft wash roof and gutters, single story",250.75,501.49,376.12,414.47,Within 1 month
a6ebcb693e61,Handyman,Handyman,75243,2026-04,Install 3 blinds and mount 2 mirrors (we supply materials) | Just had windows installed. Need blinds rehung. Antique mirror hung and other mirror moved higher.,180,300,240,,As soon as possible
fdde962877d2,Pest Control,Termites,33458,2026-04,"Full perimeter liquid termite treatment, 1800 sq ft slab",766.03,1436.31,1101.17,1054,Within 2 weeks
6881f2b0b609,Electrical,Light fixture installation,33980,2026-04,Install supplied ceiling lights and minor electrical repairs,450,1200,825,,Within 1-2 weeks
5007daee6eb5,Flooring,Flooring,39426,2026-03,Install 250–500 sq ft laminate/vinyl plank flooring (you supply materials) | Flooring installation for my master bedroom. 16.6'x 13.6'. I have everything.,1000,1600,1300,,As soon as possible
fa2fd37dfe0f,Handyman,Handyman,62278,2026-03,Build or install a catio (enclosed outdoor cat run),600,4200,2400,,I'm flexible
bc7509624797,Appliance Repair,Appliance Repair,25703,2026-04,Repair small appliance (customer supplies parts) | I need my dishwasher repaired. I have the part already.,75,150,112.5,,Within 1-2 weeks
2b3baf9bf9df,Handyman,Handyman,12203,2026-03,Simple window repair (sash/lock/weatherstrip) | Window,120,350,235,,As soon as possible
03ca1c3278cf,Handyman,Handyman,10029,2026-03,Diagnostic and repair: washing machine and doorbell camera | Washing machine making noise like a truck. Motor and I have to register the doorbell camera.,220,1200,710,,As soon as possible
6b24cff1a042,Electrical,Outlet / switch installation,33437,2026-04,Install one LED-compatible dimmer switch,110,230,170,,As soon as possible
0f07881e958c,Plumbing,Plumbing,44446,2026-03,"Install supplied bathroom vanity, adjust drain and copper supply lines",375,950,662.5,,As soon as possible
39e4a54e684b,Pest Control,Rodents (mice / rats),33101,2026-04,"Rat removal and attic cleanup, bait stations",262.23,524.46,393.35,349.01,Flexible
a0a626252c41,Electrical,Ceiling fan installation,30008,2026-03,Install three ceiling fans in ZIP 30008 | Put up ceiling fans,360,960,660,,Within 1 month
b2ca4f93866d,Handyman,Handyman,30058,2026-03,"Replace supplied kitchen faucet; paint two standard rooms | Kitchen faucet replaced, a couple of rooms painted",260,640,450,,I'm flexible
9384cecefec2,Roofing,Gutter cleaning,75093,2025-07,"Clean gutters and install leaf guards, single story",214.88,429.77,322.32,295.45,Within 2 weeks
44e081556e1a,Exterior,Deck / fence cleaning and staining,64081,2026-04,Medium deck (200–400 sq ft) staining or painting | I need my deck stained and boards repair that are rotten. I will need to get it ready for stain,650,1200,925,,Within 1-2 weeks
d4bda8d4eab1,Plumbing,Plumbing,28016,2026-04,On-site diagnostic and repair of bathtub/shower valve | Water is leaking from the faucet and the hot water knob.,350,700,525,,I'm flexible
b19a1b29cf9e,Moving,Residential Moving,7083,2025-09,"Local move, 2BR apartment, 15-min drive",333.63,667.25,500.44,420.62,Within 1 month
0fa432b286df,Painting,House Painter,11741,2026-03,"Paint or stain one door (interior or exterior) | I just had my kitchen redone, I knocked down 1/2 wall so now my kitchen and den are together. Not much wall space in the kitchen. Ceiling also needs painting.",80,120,100,,As soon as possible
8742da127856,Plumbing,Toilet repair / installation,44011,2026-04,Dual-flush toilet flapper/flush valve repair or replacement,160,320,240,,As soon as possible
f30c80f183c3,Handyman,Tv Mounting,61821,2026-04,"Mount 50–65"" TV on drywall with studs",140,220,180,,As soon as possible
feb03e374eba,Plumbing,Toilet repair / installation,33566,2026-04,Remove old toilet and install homeowner-supplied new toilet | It’s very easy just take the old toilet out put the new one in take the old toilet to the dump or wherever you put your stuff,180,400,290,,As soon as possible
06954b8a7f8d,Flooring,Flooring,32127,2026-03,Replace flooring in one small room with removal and disposal | Bathroom floor needs to be replaced. Right know there is a lift in the floor for the toilet. Need the whole floor replaced.,400,1400,900,,I'm flexible
d432d25303d8,Handyman,Handyman,34432,2026-04,"Riding lawn tractor — engine won't start; we supply parts | Lawn mower rider has no power, dark black smoke.",350,680,515,,As soon as possible
1ed518556c45,Electrical,Ceiling fan installation,28208,2026-03,Replace supplied ceiling fan and supplied porch light | That is all.,180,450,315,,As soon as possible
1a8959698a9e,Landscaping,Tree trimming / removal,76117,2026-03,"Remove dead 40-ft pine, stump grind, haul",725.24,1631.78,1178.51,1303.25,Within 1 week
80e107ee3ba1,Handyman,Handyman,27712,2026-03,LVP flooring installation (materials supplied by homeowner) | I’m not sure of all of the specifics about lvp,800,3500,2150,,As soon as possible
aee651be73c9,Roofing,Gutter cleaning,32908,2026-04,Single-story 200 ft gutter cleaning in ZIP 32908 | The gutters need clearing,175,275,225,,As soon as possible
3a5181a6f8e6,Handyman,Drywall repair / patching,33619,2026-04,Replace drywall sheet-sized holes in ceiling | I just want a estimate before I get it fix,800,1800,1300,,Within 1 month
ad5f9478d603,Handyman,Door repair / installation,34235,2026-03,Replace one interior door (standard size) | I have hinges to make a secret bookshelf door.,150,350,250,,I'm flexible
8be140392743,Handyman,Handyman,72206,2026-03,"Install supplied doorbell, ceiling fan, and kitchen faucet | I have assembled the ceiling fan. Its ready to be connected and hung.",260,620,440,,I'm flexible
7978a5cc6950,Handyman,Door repair / installation,32327,2026-04,Replace two exterior doors with new frames and storm doors (we supply) | Replace the exterior home front and back doors with frames and storm doors.,2200,4200,3200,,Within 1-2 weeks
ca3b40e3f4a5,Plumbing,Toilet repair / installation,20853,2026-03,Repair leaking toilet (includes supply of common replacement parts) | The master bathroom is leaking to the basement,180,400,290,,As soon as possible
0ecddab3bf18,Handyman,Door repair / installation,33805,2026-03,Hang one interior slab door (you supply door and hardware) | I need the doors painted and frame around the door changed,120,180,150,,As soon as possible
1d0594666bff,Roofing,Roofing,32216,2025-10,Emergency tarp and temp seal for storm damage,187.71,469.27,328.49,292.63,Flexible
96cd0eaa2a4c,Handyman,Handyman,19901,2026-03,Adjust or replace hinges on one interior door | Storm door hinges came off with wind,60,120,90,,As soon as possible
72f14507304b,Pest Control,Bed bugs,85006,2026-02,"Bed bug heat treatment, 2BR apartment",463.3,1111.92,787.61,605.34,Flexible
c0d8a9a230e1,Handyman,Fence repair,93210,2026-05,Replace 65' wood picket fence; homeowner supplies materials | Need 65’ fence/gate to be replaced,1100,1800,1450,,I'm flexible
9c3a67317761,Handyman,Deck repair,30060,2026-04,Replace 3–5 deck boards (we supply boards),450,850,650,,As soon as possible
b759ee249f22,Electrical,Outlet / switch installation,76065,2026-04,Replace one homeowner-supplied standard wall switch | I need to fix light switch in my kitchen and mount TVs,95,120,107.5,,As soon as possible
a190869298d6,Cleaning,Window washing (exterior),32789,2026-02,"Exterior window wash, 2-story, 20 windows",209.72,419.43,314.57,313.07,Flexible
1072aa7d027a,Handyman,Handyman,58503,2026-04,"On-site assessment and repairs for latch, bulbs, bookcases, laundry shelving and temporary W/D move | It’s a lot of things that I’ve been putting off. I would like to know, however if you need cash check or can I use a credit card that would be lovely",220,520,370,,Within 1 month
bc7fe627d446,Handyman,Drywall repair / patching,43620,2026-03,"Repair 18–36"" ceiling hole with finish and ure match",450,900,675,,As soon as possible
0b59f34f597a,Handyman,Tv Mounting,47715,2026-04,"Mount 51–65"" TV using homeowner-supplied mount | My old tv died and I need my new one put up.",120,250,185,,As soon as possible
cce19cc2cd21,Auto,Car Detailing,75570,2026-04,Install supplied vehicle sound-deadening material | I need a sound deadening material package to be installed within a Jeep Wrangler. Materials and instructions will be provided. Here is a link: https://soundskinsglobal.com/products/soundskins-pro-jeep-wrangler-jl-template-kit-2018-to-2022,200,500,350,,As soon as possible
9e54fa93dbad,Exterior,Paving,48150,2026-03,"8x10 ft, 4"" concrete slab (owner supplies concrete) | Concrete slab for inground pool 4 ft. All framed out. Ready to go. It's going to be an 8-in deep footing around the edge for block",700,1000,850,,As soon as possible
5a8872eea42b,Remodeling,Remodeling,76135,2026-03,Lower tiled shower curb (site-built) | I have 4 racks for clothes and shoes I need put together,350,900,625,,As soon as possible
5db05db82489,Pest Control,Rodents (mice / rats),76117,2026-01,"Rat removal and attic cleanup, bait stations",288.35,576.7,432.53,409.36,Within 1 month
dbbcd3ff0292,Flooring,Flooring,67208,2026-04,Install vinyl flooring in small room (≤100 sq ft) with materials supplied | The sub floor in the bathroom need to be replaced and the toliet seal to prevent water from getting on the floor. Also want a vinyl or some inexpensive floor cover installed,450,700,575,,As soon as possible
a621ebebd148,Moving,Residential Moving,30312,2025-12,"Studio apartment move, same building different floor",156.61,313.23,234.92,191.18,Within 1 week
715fcf6424d0,Handyman,Door repair / installation,60585,2026-04,Remove damaged frame wood; install supplied exterior door and storm door | Can send photos later-at work.,250,550,400,,Within 1 month
d8c07d144665,Pest Control,"Wildlife removal (raccoons, squirrels, etc.)",33304,2025-10,"Squirrel removal from attic, seal entry",215.52,431.03,323.27,340.12,
9cb4b00d0189,Landscaping,Tree trimming / removal,7960,2026-03,"Removal of several large residential trees | The trees not near any buildings, they are probably ash, and dead, kind of soft wood. Removal of felled trees TBD After tree cutting possible clearing of brush",2500,9500,6000,,I'm flexible
5636ef939535,Flooring,Flooring,33009,2026-03,Ceramic/porcelain tile flooring installation (you supply tile and grout) | need 2 doorways and a window hole plastered and smoothed out. need some tile baseboards finished need 2 plugs in my Florida room,900,3500,2200,,As soon as possible
7dcb20be5354,HVAC,Seasonal tune-up / maintenance,75205,2025-12,Pre-winter furnace inspection and filter change,75.32,141.23,108.27,114.69,Within 1 week
794085b394b2,General Contractor,General Contractor,19956,2026-04,"Supply & install modular aluminum exterior ramp with 5'x5' landing | I have not taken photos yet, can do soon.",3600,4200,3900,,As soon as possible
662ac33770aa,Handyman,Handyman,14223,2026-03,Gutter clog or downspout clearing in ZIP 14223 | Downspouts need to be reattach,120,300,210,,Within 1 month
75230bbdfffa,Landscaping,Garden bed design / planting,7090,2025-06,Plant 12 shrubs and perennials in front beds,339.74,679.49,509.62,422.56,Within 1 week
fb2f73f87c88,Painting,House Painter,35771,2026-03,Paint or stain a single interior door | I have painting and staining needed.,80,150,115,,As soon as possible
1eef748f055a,Painting,House Painter,32082,2026-04,Paint one side of house — coquina surface,900,1800,1350,,As soon as possible
7266cf837de9,Appliance Repair,Appliance Repair,7110,2025-11,"Dryer not heating, replace heating element",112.5,262.5,187.5,212.42,Within 1 month
91f80f3e9861,Handyman,Tv Mounting,76904,2026-03,"Mount supplied 66–75"" TV to brick veneer wall",250,450,350,,As soon as possible
6b106b195b8d,Handyman,General repairs,23513,2026-03,Small exterior brick repair at vent (we supply materials),350,900,625,,As soon as possible
2b49bbd05b42,Plumbing,Toilet repair / installation,30565,2026-04,Diagnose and repair running toilet with easy tank access | Install new toilet,120,240,180,,As soon as possible
941977983c84,Handyman,Handyman,44512,2026-03,Single drywall patch up to 6-inch hole | Hole in the kitchen ceiling created by a leaking bathroom sink,150,275,212.5,,As soon as possible
c851c78a5599,Plumbing,Pipe repair / replacement,60617,2026-03,Repair leaking baseboard heating pipe (radiator/ hydronic),250,1200,725,,As soon as possible
14efe7909cbc,General Contractor,General Contractor,63136,2026-03,In-person damage assessment and planning visit,150,350,250,,Within 1-2 weeks
b5aeff8acc69,Handyman,Handyman,48324,2026-03,"Repair 3 interior stair treads and stringers, materials supplied | There is no access panel",900,1500,1200,,As soon as possible
c8f3716c3e5e,Handyman,Door repair / installation,71303,2026-03,Install new interior prehung door with supplies and lock | Install lock too,380,760,570,,As soon as possible
8589066e9cca,Pest Control,Termites,32750,2025-07,"Full perimeter liquid termite treatment, 1800 sq ft slab",818.19,1534.11,1176.15,1296.64,Within 2 weeks
bb5df7e3650e,Handyman,Door repair / installation,23454,2026-04,Replace storm door and replace wood molding (we supply both),400,950,675,,Within 1-2 weeks
929ef36da5ca,Pest Control,Termites,32216,2025-09,"Termite inspection and spot treatment, crawlspace",212.59,531.47,372.03,315.28,Within 1 week
998fc5dfb867,Roofing,Gutter cleaning,77042,2025-09,"Clean gutters and install leaf guards, single story",188.54,377.09,282.81,281.91,Flexible
3d873a035196,Plumbing,Faucet / fixture installation,60543,2026-04,Repair or replace an outdoor faucet (hose bib),100,250,175,,As soon as possible
172a7c9e0e37,Painting,House Painter,29118,2026-03,"Paint two exterior doors, railings, shutters, carport railings glossy black",650,1250,950,,Within 1-2 weeks
cd6ace28cdbf,Flooring,Flooring,10026,2026-03,Replace 40 supplied vinyl square floor tiles,180,360,270,,As soon as possible
728f1a293713,Handyman,Shelving / closet organizers,19141,2026-03,Repair 3 supplied shelves (closet and cabinets),150,300,225,,As soon as possible
77c916090633,Pest Control,Rodents (mice / rats),7032,2025-09,"Mouse exclusion and trapping, seal garage entry points",183.45,366.91,275.18,235.61,
4986dc5d949f,Pest Control,Mosquito yard spray,85014,2025-07,"Mosquito barrier spray, 1/4 acre yard",68.86,129.12,98.99,79.83,Within 1 week
a73d4e70d064,Cleaning,Move-in / move-out cleaning,7002,2025-08,"Move-out clean, 2BR apartment, oven and fridge",202.41,354.22,278.31,288.33,Within 2 weeks
b9c69107fa2b,Landscaping,Garden bed design / planting,75219,2025-06,Plant 12 shrubs and perennials in front beds,276.54,553.07,414.81,329.64,Within 1 month
2c546f720c93,Handyman,Handyman,87124,2026-03,"Repair/replace blown-down wood fence gate with intact posts | 6' wood fence, door went down in last wind storm. door in tact.",250,900,575,,I'm flexible
b8d4d60e7f9c,Handyman,Tv Mounting,32162,2026-04,"Re-mount existing mount with 40–55"" TV (reuse existing mount) | minor electrical problem replacing mounted tv",80,220,150,,As soon as possible
b7b593cb8ec2,Handyman,Handyman,22963,2026-04,Remove over‑range microwave and install supplied under‑cabinet hood,275,500,387.5,,Within 1 month
accceffe127e,Handyman,Handyman,43026,2026-03,"Replace a few asphalt shingles on residential roof | Replacement some shingles, I have the shingles to replace .",150,450,300,,As soon as possible
4d24bf25aea8,Handyman,Handyman,19008,2026-03,Pella exterior door not closing due to visible frame gap | This is a Pella exterior French door that no longer shuts. It needs adjustment.,220,850,535,,As soon as possible
bf038251c59b,Painting,Interior painting,32533,2026-04,Painting or staining one interior door,80,160,120,,As soon as possible
6bfc25cc7df5,Cleaning,"Standard recurring cleaning (weekly, biweekly, monthly)",19403,2026-05,"Biweekly one-bedroom whole-home cleaning with eco products | Looming for someone who is ok w/ light tidying or working around whatever is on the kitchen counter if we're having a crazy week. A week where its a ""do what you can"" is always better than nothing.",130,170,150,,I'm flexible
0c943b6adf66,Exterior,Deck / fence cleaning and staining,47229,2026-03,"Small deck/porch staining or painting (≤150 sq ft), homeowner supplies product | 2 small bathrooms and a patio",250,450,350,,I'm flexible
e2a8e0bfa1ed,Exterior,Paving,20902,2026-04,Polyjacking lift of 50–150 sq ft patio plus power washing,1100,1700,1400,,As soon as possible
cea3bd05d426,General Contractor,General Contractor,33406,2026-04,Onsite visit to scope finishing firefighter pole installation | No hurry,75,150,112.5,,I'm flexible
2fcb7918c598,Handyman,Picture / mirror hanging,43953,2026-04,Hang three medium-weight framed pictures on plaster walls | I need someone to hang three pictures.,150,300,225,,As soon as possible
b49249ccbb3a,Handyman,Handyman,77520,2026-03,Assemble dining table glass top and four chairs (customer supplies) | Assemble a dining room table glass top with 4 chairs.,100,180,140,,As soon as possible
4bc8836bf6cc,Cleaning,Window washing (exterior),75228,2025-10,"Exterior window wash, 2-story, 20 windows",206.64,413.27,309.95,336.03,Flexible
49be3d65743d,Handyman,Tv Mounting,14604,2026-03,Secure TV with legs on dresser (no wall mount),60,160,110,,As soon as possible
1d6f777772c6,Landscaping,Lawn mowing / maintenance,29501,2026-03,Mow medium residential lawn (1/4–1/2 acre) | Yard cleaning,80,140,110,,Within 1-2 weeks
0bf85f8f318b,Handyman,Drywall repair / patching,30248,2026-04,"Repair 2–3 small drywall spots | I really have a video, but I took pictures.But you might see a glare with the kitchen light. I wanted to see, can I get an estimate to fix the drywall on the Ceiling on both areas. My husband tried to cover up the first one, but it's lumpy.",180,320,250,,As soon as possible
a3c8e75f74a9,Landscaping,Lawn mowing / maintenance,46816,2026-04,"Mow, edging, and blow for small residential yard | Yard Man for summer",40,60,50,,I'm flexible
73ad3dfef061,Handyman,Handyman,46218,2026-04,On-site measure and build wooden window AC frame with supplied lumber and trim | Wooden fram built for a air conditioner window,300,600,450,,Within 1 month
deb4666a7556,Plumbing,Toilet repair / installation,53235,2026-04,"Inspect and replace toilet wax seal; assess ceiling water damage | We cant tell anything by looking at toilet, just a guess because of leakage area",350,850,600,,As soon as possible
5eedba76cb71,Landscaping,Mulching,32225,2025-11,Spread 5 cubic yards of mulch in front beds,171.39,342.78,257.08,217.62,Within 1 week
749592143713,Cleaning,Window washing (exterior),33133,2026-02,"Exterior window wash, 2-story, 20 windows",196.53,393.06,294.8,275.42,Flexible
db6b1352e51c,Handyman,Handyman,26034,2026-03,5–7 small home repairs (varied types) | Different projects,350,900,625,,I'm flexible
87ba97ed9475,Handyman,Tv Mounting,99217,2026-04,"Mount 70""+ TV on drywall with studs | Would like install as soon as possible.",250,500,375,,As soon as possible
de540e6ab33a,Moving,Junk Removal,92630,2026-04,Remove and haul away stuck dishwasher in mobile home | Message: I need someone to come out and remove and old dishwasher from a 1981 mobile home in Lake Forest. The old dishwasher is too old to just pull out. It is stuck in by a wood floorboard. I’m looking for a quote to remove it.,250,550,400,,As soon as possible
